Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Donkey Kong 64,n64,1999,platform,nintendo,3.33,0.79,1.09,0.06,5.27,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Call of Duty: Advanced Warfare,xone,2014,shooter,activision,3.22,1.55,0.01,0.48,5.27,8.1,53.0,5.4,898.0,Sledgehammer Games,M
Minecraft,ps3,2014,misc,sony computer entertainment,2.03,2.37,0.0,0.87,5.26,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Assassin's Creed II,x360,2009,action,ubisoft,3.11,1.55,0.08,0.51,5.26,9.0,82.0,8.8,1305.0,Ubisoft Montreal,M
Tomb Raider II,ps,1997,action,eidos interactive,2.3,2.46,0.2,0.28,5.24,8.5,13.0,7.058129175946548,188.76391982182628,Core Design Ltd.,T
Tomodachi Life,3ds,2013,simulation,nintendo,0.97,2.11,1.9,0.24,5.23,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
New Super Mario Bros. U,wiiu,2012,platform,nintendo,2.3,1.34,1.27,0.32,5.22,8.4,70.0,8.1,733.0,Nintendo,E
Dragon Quest VIII: Journey of the Cursed King,ps2,2004,role-playing,square enix,0.65,0.75,3.61,0.2,5.21,8.9,63.0,8.8,245.0,Level 5,T
Super Mario Bros. 3,gba,2003,platform,nintendo,2.93,1.25,0.83,0.2,5.2,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Professor Layton and the Curious Village,ds,2007,puzzle,nintendo,1.21,2.43,1.03,0.52,5.19,8.5,72.0,8.6,147.0,Level 5,E
Super Mario Land 3: Wario Land,gb,1994,platform,nintendo,2.49,0.98,1.57,0.15,5.19,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
FIFA Soccer 13,x360,2012,action,electronic arts,1.09,3.47,0.03,0.57,5.16,9.0,48.0,6.1,403.0,Electronic Arts,E
Donkey Kong Country 2: Diddy's Kong Quest,snes,1995,platform,nintendo,2.1,0.74,2.2,0.11,5.15,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Diablo III,pc,2012,role-playing,activision,2.44,2.16,0.0,0.54,5.14,8.8,86.0,4.0,9629.0,Blizzard Entertainment,M
Medal of Honor: Rising Sun,ps2,2003,shooter,electronic arts,1.98,2.23,0.13,0.8,5.13,6.8,30.0,7.6,100.0,EA LA,T
Kirby's Dream Land,gb,1992,platform,nintendo,2.71,0.61,1.7,0.11,5.13,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Microsoft Flight Simulator,pc,1996,simulation,microsoft game studios,3.22,1.69,0.0,0.2,5.12,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
Guitar Hero II,ps2,2006,misc,redoctane,3.81,0.63,0.0,0.68,5.12,9.2,69.0,8.5,112.0,Harmonix Music Systems,T
Fable III,x360,2010,role-playing,microsoft game studios,3.59,1.08,0.05,0.38,5.1,8.0,88.0,6.5,604.0,Lionhead Studios,M
Mario & Sonic at the Olympic Games,ds,2008,sports,sega,1.63,2.45,0.44,0.57,5.09,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Resident Evil 5,ps3,2009,action,capcom,1.96,1.41,1.08,0.64,5.09,8.4,76.0,7.5,667.0,Capcom,M
The Legend of Zelda: Phantom Hourglass,ds,2007,action,nintendo,1.85,1.8,0.95,0.48,5.08,9.0,57.0,8.0,416.0,Nintendo,E
Super Mario Bros.,gb,1999,platform,nintendo,3.4,1.3,0.15,0.22,5.07,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
FIFA Soccer 11,ps3,2010,sports,electronic arts,0.61,3.28,0.06,1.12,5.07,8.9,51.0,8.0,233.0,EA Sports,E
Resident Evil,ps,1996,action,virgin interactive,2.05,1.16,1.11,0.73,5.05,9.1,8.0,9.0,266.0,Capcom,M
Grand Theft Auto: Vice City Stories,psp,2006,action,take-two interactive,1.7,1.99,0.16,1.18,5.03,8.6,50.0,8.0,150.0,Rockstar Leeds,M
Tony Hawk's Pro Skater,ps,1999,sports,activision,3.42,1.38,0.02,0.2,5.02,9.2,18.0,9.2,69.0,Neversoft Entertainment,T
Warzone 2100,ps,1999,strategy,eidos interactive,2.79,1.89,0.0,0.33,5.01,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Spyro the Dragon,ps,1998,platform,sony computer entertainment,3.36,1.36,0.07,0.21,5.0,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Guitar Hero III: Legends of Rock,ps2,2007,misc,activision,3.49,0.01,0.01,1.48,4.98,8.2,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T
Link's Crossbow Training,wii,2007,shooter,nintendo,3.05,1.17,0.29,0.46,4.98,6.8,34.0,7.1,47.0,Nintendo,T
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,ds,2007,role-playing,nintendo,1.83,1.19,1.54,0.37,4.93,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Fallout 3,x360,2008,role-playing,bethesda softworks,3.4,0.99,0.09,0.45,4.93,9.3,84.0,8.5,1655.0,Bethesda Game Studios,M
Uncharted: Drake's Fortune,ps3,2007,action,sony computer entertainment,2.31,1.72,0.12,0.77,4.92,8.8,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T
Madden NFL 06,ps2,2005,sports,electronic arts,3.98,0.26,0.01,0.66,4.91,8.8,29.0,8.0,121.0,EA Sports,E
Diddy Kong Racing,n64,1997,racing,nintendo,2.91,0.99,0.89,0.1,4.88,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Monster Hunter Freedom 3,psp,2010,role-playing,capcom,0.0,0.0,4.87,0.0,4.87,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Super Smash Bros. for Wii U and 3DS,wiiu,2014,fighting,nintendo,2.6,1.08,0.81,0.38,4.87,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Dr. Mario,nes,1990,puzzle,nintendo,2.62,0.6,1.52,0.1,4.85,6.723181818181819,20.454545454545453,7.1384,33.12,Unknown,E
StarCraft II: Wings of Liberty,pc,2010,strategy,activision,2.57,1.68,0.0,0.58,4.84,9.3,82.0,8.2,3052.0,Blizzard Entertainment,T
Assassin's Creed,ps3,2007,adventure,ubisoft,1.91,2.0,0.09,0.82,4.82,8.1,40.0,7.3,769.0,Ubisoft Montreal,M
God of War III,ps3,2010,action,sony computer entertainment,2.74,1.33,0.12,0.61,4.8,9.2,101.0,8.7,2633.0,SCE Santa Monica,M
Crash Team Racing,ps,1999,racing,sony computer entertainment,2.57,1.57,0.44,0.21,4.79,8.8,20.0,9.0,233.0,Naughty Dog,E
LEGO Star Wars: The Complete Saga,ds,2007,action,lucasarts,2.83,1.48,0.0,0.45,4.76,8.0,9.0,5.4,46.0,TT Fusion,E
Driver 2,ps,2000,action,atari,2.36,2.1,0.02,0.25,4.73,6.2,14.0,7.7,92.0,Reflections Interactive,T
Batman: Arkham City,x360,2011,action,warner bros. interactive entertainment,2.99,1.27,0.04,0.42,4.73,9.4,87.0,8.7,1472.0,Rocksteady Studios,T
The Last of Us,ps4,2014,action,sony computer entertainment,1.88,2.0,0.07,0.77,4.71,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
The Simpsons: Hit & Run,ps2,2003,racing,vivendi games,1.73,2.19,0.0,0.79,4.7,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Tony Hawk's Pro Skater 2,ps,2000,sports,activision,3.05,1.41,0.02,0.2,4.68,9.8,19.0,7.7,299.0,Neversoft Entertainment,T
The Lord of the Rings: The Two Towers,ps2,2002,action,electronic arts,1.94,1.95,0.08,0.7,4.67,8.2,32.0,8.2,78.0,Stormfront Studios,T
Tomb Raider,ps,1996,action,eidos interactive,2.29,1.97,0.13,0.24,4.63,9.1,13.0,8.6,147.0,Core Design Ltd.,T
Animal Crossing: City Folk,wii,2008,simulation,nintendo,1.82,1.12,1.32,0.36,4.62,7.3,50.0,7.6,119.0,Nintendo,E
Uncharted: The Nathan Drake Collection,ps4,2015,action,sony computer entertainment,2.07,1.71,0.08,0.76,4.62,8.6,78.0,8.1,1264.0,Bluepoint Games,T
The Legend of Zelda: A Link to the Past,snes,1991,action,nintendo,2.42,0.91,1.15,0.13,4.61,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
The Legend of Zelda: The Wind Waker,gc,2002,action,nintendo,2.6,0.99,0.89,0.13,4.6,9.6,80.0,8.9,968.0,Nintendo,E
Guitar Hero III: Legends of Rock,wii,2007,misc,activision,3.04,1.11,0.0,0.43,4.6,8.6,36.0,8.4,87.0,Vicarious Visions,T
Luigi's Mansion: Dark Moon,3ds,2013,action,nintendo,1.8,1.39,1.11,0.29,4.59,8.6,74.0,8.4,458.0,Next Level Games,E
Forza Motorsport 4,x360,2011,racing,microsoft game studios,2.08,1.97,0.06,0.46,4.57,9.1,83.0,8.2,617.0,Turn 10,E
Mario & Sonic at the Olympic Winter Games,wii,2009,sports,sega,1.87,1.96,0.22,0.48,4.53,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Madden NFL 2005,ps2,2004,sports,electronic arts,4.18,0.26,0.01,0.08,4.53,9.1,30.0,7.9,78.0,EA Tiburon,E
Guitar Hero III: Legends of Rock,x360,2007,misc,activision,3.19,0.91,0.01,0.42,4.53,8.5,69.0,7.9,165.0,Neversoft Entertainment,T
Pitfall!,2600,1981,platform,activision,4.21,0.24,0.0,0.05,4.5,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Madden NFL 07,ps2,2006,sports,electronic arts,3.63,0.24,0.01,0.61,4.49,8.4,29.0,8.2,39.0,EA Sports,E
Halo 5: Guardians,xone,2015,shooter,microsoft game studios,2.78,1.27,0.03,0.41,4.48,8.4,101.0,6.4,2438.0,343 Industries,T
Spider-Man: The Movie,ps2,2002,action,activision,2.71,1.51,0.03,0.23,4.48,7.6,25.0,7.9,41.0,Treyarch,E
Dragon Quest VII: Warriors of Eden,ps,2000,role-playing,enix corporation,0.2,0.14,4.1,0.02,4.47,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Call of Duty: Infinite Warfare,ps4,2016,shooter,activision,1.61,2.0,0.15,0.71,4.46,7.7,82.0,3.4,1129.0,Infinity Ward,M
God of War,ps2,2005,action,sony computer entertainment,2.71,1.29,0.02,0.43,4.45,9.4,75.0,8.9,997.0,SCE Santa Monica,M
Splatoon,wiiu,2015,shooter,nintendo,1.54,1.18,1.46,0.26,4.43,8.1,88.0,8.5,1184.0,Nintendo,E10+
Nintendo Land,wiiu,2012,misc,nintendo,2.52,1.11,0.46,0.33,4.42,7.7,61.0,7.9,471.0,Nintendo,E10+
Tony Hawk's Pro Skater 3,ps2,2001,sports,activision,2.66,1.29,0.01,0.46,4.41,9.7,34.0,7.5,298.0,Neversoft Entertainment,T
Winning Eleven: Pro Evolution Soccer 2007,ps2,2006,sports,konami digital entertainment,0.1,2.39,1.05,0.86,4.39,8.6,19.0,8.9,33.0,Konami,E
The Elder Scrolls IV: Oblivion,x360,2006,role-playing,take-two interactive,2.82,1.03,0.13,0.4,4.38,9.4,90.0,8.7,1109.0,Bethesda Softworks,M
Zelda II: The Adventure of Link,nes,1987,adventure,nintendo,2.19,0.5,1.61,0.08,4.38,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
Need for Speed: Most Wanted,ps2,2005,racing,electronic arts,2.03,1.79,0.08,0.47,4.37,8.2,36.0,9.1,137.0,EA Canada,T
Michael Jackson: The Experience,wii,2010,misc,ubisoft,2.64,1.33,0.01,0.39,4.36,5.6,37.0,8.3,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+
Call of Duty: Advanced Warfare,ps3,2014,shooter,activision,1.56,1.93,0.19,0.68,4.36,7.026002166847237,35.679306608884076,4.8,207.0,High Moon Studios,M
Resistance: Fall of Man,ps3,2006,shooter,sony computer entertainment,1.74,1.72,0.14,0.75,4.34,8.6,70.0,8.1,715.0,Insomniac Games,M
Sonic the Hedgehog,gen,1991,platform,sega,3.03,0.91,0.26,0.13,4.34,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Kingdom Hearts II,ps2,2005,role-playing,square enix,2.2,0.58,1.38,0.17,4.33,8.7,64.0,9.0,766.0,Square Enix,E10+
The Legend of Zelda: Ocarina of Time,3ds,2011,action,nintendo,2.09,1.31,0.62,0.31,4.33,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Super Mario 3D World,wiiu,2013,platform,nintendo,2.11,1.16,0.73,0.32,4.32,9.3,83.0,9.0,1607.0,Nintendo,E
Minecraft,ps4,2014,misc,sony computer entertainment europe,1.48,2.02,0.14,0.68,4.32,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Asteroids,2600,1980,shooter,atari,4.0,0.26,0.0,0.05,4.31,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
Call of Duty: Advanced Warfare,x360,2014,shooter,activision,2.77,1.11,0.0,0.4,4.29,7.026002166847237,35.679306608884076,4.9,221.0,High Moon Studios,M
FIFA 15,ps3,2014,sports,electronic arts,0.58,3.02,0.04,0.64,4.28,7.199313304721031,21.050643776824035,4.5,109.0,EA Sports,E
Fable II,x360,2008,role-playing,microsoft game studios,2.51,1.24,0.11,0.41,4.27,8.9,95.0,6.5,2423.0,Lionhead Studios,M
Namco Museum,gba,2001,misc,namco bandai games,3.0,1.11,0.05,0.07,4.24,7.9,10.0,7.3,6.0,Mass Media,E
Batman: Arkham Asylum,ps3,2009,action,eidos interactive,2.24,1.31,0.07,0.61,4.23,9.1,70.0,8.9,1122.0,Rocksteady Studios,T
Metal Gear Solid 3: Snake Eater,ps2,2004,action,konami digital entertainment,1.46,0.0,0.83,1.93,4.23,9.1,68.0,9.3,955.0,KCEJ,M
Assassin's Creed: Revelations,ps3,2011,action,ubisoft,1.41,2.01,0.1,0.7,4.22,8.0,39.0,7.5,613.0,Ubisoft Montreal,M
Fallout 4,xone,2015,role-playing,bethesda softworks,2.51,1.32,0.01,0.38,4.22,8.8,39.0,6.2,1749.0,Bethesda Game Studios,M
FIFA 14,x360,2013,sports,electronic arts,0.92,2.89,0.01,0.4,4.22,8.4,41.0,4.2,435.0,EA Canada,E
Daxter,psp,2006,platform,sony computer entertainment,2.45,1.01,0.0,0.75,4.21,8.5,59.0,8.7,109.0,Ready at Dawn,E10+
Warcraft II: Tides of Darkness,pc,1995,strategy,activision,1.7,2.27,0.0,0.23,4.21,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
FIFA Soccer 06,ps2,2005,sports,electronic arts,0.78,2.55,0.04,0.84,4.21,8.0,32.0,7.8,47.0,EA Canada,E
EyeToy Play,ps2,2003,misc,sony computer entertainment,0.88,2.3,0.2,0.83,4.2,8.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E
Gran Turismo 5 Prologue,ps3,2007,racing,sony computer entertainment,1.28,1.82,0.57,0.52,4.19,8.0,67.0,7.1,120.0,Polyphony Digital,E
Assassin's Creed: Revelations,x360,2011,action,ubisoft,2.25,1.47,0.04,0.43,4.19,8.0,77.0,7.2,564.0,Ubisoft Montreal,M
FIFA 12,x360,2011,sports,electronic arts,0.84,2.78,0.02,0.53,4.18,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Teenage Mutant Ninja Turtles,nes,1989,action,palcom,3.38,0.44,0.31,0.04,4.17,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Street Fighter IV,ps3,2009,fighting,capcom,2.03,1.04,0.58,0.52,4.16,9.4,61.0,7.3,330.0,Capcom,T
Excitebike,nes,1984,racing,nintendo,2.04,0.48,1.57,0.07,4.16,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
Frogger,ps,1997,action,hasbro interactive,3.79,0.27,0.0,0.11,4.16,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Madden NFL 2003,ps2,2002,sports,electronic arts,3.36,0.21,0.01,0.56,4.14,9.5,25.0,7.7,65.0,EA Sports,E
Half-Life,pc,1997,shooter,vivendi games,4.03,0.0,0.09,0.0,4.12,9.6,24.0,9.1,3161.0,Valve Software,M
Super Mario World 2: Yoshi's Island,snes,1995,platform,nintendo,1.65,0.61,1.76,0.09,4.12,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
FIFA Soccer 07,ps2,2006,sports,electronic arts,0.71,2.48,0.03,0.89,4.11,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Street Fighter II Turbo,snes,1992,fighting,capcom,1.42,0.51,2.1,0.07,4.1,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
World of Warcraft: The Burning Crusade,pc,2007,role-playing,activision,2.57,1.52,0.0,0.0,4.09,9.1,46.0,7.9,785.0,Blizzard Entertainment,T
Battlefield 1,ps4,2016,shooter,electronic arts,1.1,2.15,0.21,0.61,4.08,8.8,31.0,8.4,809.0,EA DICE,M
God of War II,ps2,2007,action,sony computer entertainment,2.32,0.04,0.04,1.67,4.07,9.3,70.0,8.9,709.0,SCE Santa Monica,M
World Soccer Winning Eleven 9,ps2,2005,sports,konami digital entertainment,0.12,2.26,0.9,0.77,4.06,7.199313304721031,21.050643776824035,8.2,23.0,Konami,E
Fallout: New Vegas,x360,2010,role-playing,bethesda softworks,2.66,1.03,0.04,0.33,4.05,8.4,81.0,8.1,769.0,Obsidian Entertainment,M
Forza Motorsport 2,x360,2007,racing,microsoft game studios,2.35,1.27,0.03,0.41,4.05,9.0,66.0,8.3,381.0,Turn 10,E
Carnival Games,wii,2007,misc,take-two interactive,2.12,1.47,0.05,0.42,4.05,5.6,27.0,6.0,44.0,Cat Daddy Games,E
Watch Dogs,ps4,2014,action,ubisoft,1.4,1.9,0.11,0.64,4.05,8.0,80.0,6.3,2996.0,Ubisoft Montreal,M
Namco Museum Vol.3,ps,1996,misc,sony computer entertainment,2.28,1.55,0.16,0.06,4.05,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Tekken Tag Tournament,ps2,2000,fighting,namco bandai games,1.68,1.51,0.51,0.35,4.05,8.5,25.0,8.5,117.0,Namco,T
Far Cry 4,ps4,2014,shooter,ubisoft,1.13,2.18,0.1,0.63,4.04,8.5,83.0,7.7,1653.0,Ubisoft Montreal,M
Star Fox 64,n64,1997,shooter,nintendo,2.78,0.58,0.64,0.04,4.03,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
Golf,nes,1984,sports,nintendo,1.22,0.28,2.46,0.04,4.01,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Namco Museum: 50th Anniversary,ps2,2005,misc,namco bandai games,2.08,1.35,0.0,0.54,3.98,6.1,21.0,6.805827505827505,30.7995337995338,Digital Eclipse,E10+
Left 4 Dead 2,x360,2009,shooter,electronic arts,2.67,0.87,0.05,0.38,3.97,8.9,76.0,8.6,681.0,Valve Software,M
The Witcher 3: Wild Hunt,ps4,2015,role-playing,namco bandai games,1.02,2.13,0.23,0.59,3.97,9.2,79.0,9.2,10179.0,CD Projekt Red Studio,M
Assassin's Creed: Unity,ps4,2014,action,ubisoft,1.19,2.07,0.08,0.62,3.96,7.0,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",M
Batman: Arkham Knight,ps4,2015,action,warner bros. interactive entertainment,1.53,1.69,0.1,0.64,3.95,8.7,89.0,7.6,2679.0,Rocksteady Studios,M
The Legend of Zelda: Skyward Sword,wii,2011,action,nintendo,2.03,1.16,0.37,0.38,3.95,9.3,81.0,8.0,1958.0,Nintendo,E10+
Fallout 3,ps3,2008,role-playing,bethesda softworks,2.15,1.13,0.07,0.59,3.94,9.0,57.0,8.0,910.0,Bethesda Game Studios,M
Professor Layton and the Diabolical Box,ds,2007,puzzle,nintendo,0.9,1.76,0.92,0.37,3.94,8.4,65.0,8.8,72.0,Level 5,E10+
Donkey Kong Land,gb,1994,platform,nintendo,1.97,0.76,1.07,0.11,3.91,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
EA Sports Active,wii,2009,sports,electronic arts,2.09,1.35,0.06,0.4,3.9,8.1,27.0,8.7,39.0,EA Canada,E
Tony Hawk's Underground,ps2,2003,sports,activision,2.29,1.17,0.01,0.42,3.9,9.0,38.0,8.7,121.0,Neversoft Entertainment,T
Monster Hunter 4 Ultimate,3ds,2014,role-playing,nintendo,0.68,0.48,2.62,0.11,3.89,8.6,80.0,8.7,348.0,Capcom,T
The Elder Scrolls V: Skyrim,pc,2011,role-playing,bethesda softworks,1.16,2.12,0.0,0.6,3.88,9.4,32.0,8.1,9073.0,Bethesda Game Studios,M
NBA 2K16,ps4,2015,sports,take-two interactive,2.49,0.66,0.03,0.69,3.88,8.7,51.0,6.7,364.0,Visual Concepts,E10+
Tekken 5,ps2,2005,fighting,namco bandai games,0.93,1.94,0.31,0.7,3.87,8.8,62.0,8.6,229.0,Namco,T
Dragon Warrior III,nes,1988,role-playing,enix corporation,0.1,0.0,3.77,0.0,3.87,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
MotorStorm,ps3,2006,racing,sony computer entertainment,1.53,1.6,0.06,0.67,3.87,8.4,9.0,7.4,220.0,Evolution Studios,T
Nintendogs + cats,3ds,2011,simulation,nintendo,1.44,1.41,0.73,0.27,3.85,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
World Soccer Winning Eleven 8 International,ps2,2004,sports,konami digital entertainment,0.16,1.89,1.12,0.68,3.85,9.1,26.0,9.1,38.0,KCET,E
Sports Champions,ps3,2010,sports,sony computer entertainment,2.13,1.12,0.1,0.5,3.84,7.6,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+
Namco Museum Vol.1,ps,1995,misc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
The Legend of Zelda: Link's Awakening,gb,1992,action,nintendo,2.21,0.96,0.54,0.13,3.83,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Call of Duty: Ghosts,ps4,2013,shooter,activision,1.78,1.43,0.05,0.57,3.83,7.8,49.0,3.7,1564.0,Infinity Ward,M
Flash Focus: Vision Training in Minutes a Day,ds,2007,misc,nintendo,0.86,1.56,1.05,0.35,3.83,5.9,22.0,4.0,4.0,"Nintendo, Namco Bandai Games",E
Tom Clancy's The Division,ps4,2016,shooter,ubisoft,1.35,1.7,0.15,0.6,3.8,8.0,64.0,7.0,2219.0,Massive Entertainment,M
Big Brain Academy: Wii Degree,wii,2007,misc,nintendo,1.05,1.91,0.41,0.42,3.79,6.8,33.0,6.9,39.0,Nintendo,E
Resident Evil Director's Cut,ps,1996,action,virgin interactive,1.82,1.24,0.47,0.25,3.77,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Mario & Luigi: Bowser's Inside Story,ds,2009,role-playing,nintendo,2.23,0.47,0.81,0.26,3.77,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
LEGO Indiana Jones: The Original Adventures,x360,2008,action,activision,2.4,1.01,0.0,0.36,3.76,7.7,60.0,7.5,66.0,Traveller's Tales,E10+
The Sims: Unleashed,pc,2002,simulation,electronic arts,2.03,1.56,0.0,0.17,3.76,7.9,21.0,8.0,29.0,Maxis,T
Ratchet & Clank: Size Matters,psp,2007,platform,sony computer entertainment,1.4,1.39,0.1,0.86,3.74,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Harry Potter and the Sorcerer's Stone,ps,2001,action,electronic arts,1.37,2.0,0.14,0.22,3.73,6.4,11.0,7.5,41.0,Argonaut Games,E
Mario & Sonic at the London 2012 Olympic Games,wii,2011,sports,sega,1.12,1.87,0.27,0.45,3.72,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Resident Evil 3: Nemesis,ps,1999,action,eidos interactive,1.3,0.77,1.54,0.11,3.72,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Super Paper Mario,wii,2007,platform,nintendo,1.95,0.86,0.59,0.31,3.71,8.5,56.0,7.9,417.0,Intelligent Systems,E
Spyro: Year of the Dragon,ps,2000,platform,sony computer entertainment,1.93,1.58,0.0,0.19,3.71,9.1,15.0,8.8,207.0,Insomniac Games,E
Assassin's Creed IV: Black Flag,ps3,2013,action,ubisoft,1.33,1.68,0.13,0.57,3.71,8.8,36.0,8.1,840.0,Ubisoft,M
FIFA Soccer 2005,ps2,2004,sports,electronic arts,0.58,2.48,0.04,0.59,3.7,8.1,27.0,7.6,56.0,EA Canada,E
Pokémon Trading Card Game,gb,1998,strategy,nintendo,1.49,0.73,1.38,0.1,3.7,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Friend Collection,ds,2009,misc,nintendo,0.0,0.0,3.67,0.0,3.67,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Tony Hawk's Pro Skater 4,ps2,2002,sports,activision,2.13,1.18,0.01,0.35,3.67,9.4,27.0,8.5,128.0,Neversoft Entertainment,T
Star Wars Battlefront (2015),xone,2015,shooter,electronic arts,2.04,1.28,0.02,0.32,3.66,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
MySims,ds,2007,simulation,electronic arts,1.58,1.59,0.08,0.41,3.66,6.7,15.0,7.3,13.0,TOSE,E
Midnight Club 3: DUB Edition,psp,2005,racing,take-two interactive,1.65,1.21,0.0,0.79,3.65,7.4,34.0,8.4,31.0,Rockstar Leeds,E10+
Banjo-Kazooie,n64,1998,platform,nintendo,1.87,1.13,0.55,0.1,3.65,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
SOCOM: U.S. Navy SEALs,ps2,2002,shooter,sony computer entertainment,2.53,0.81,0.06,0.24,3.65,8.2,42.0,7.9,82.0,Zipper Interactive,M
Jak and Daxter: The Precursor Legacy,ps2,2001,platform,sony computer entertainment,2.08,1.09,0.15,0.33,3.64,9.0,35.0,8.7,312.0,Naughty Dog,E
Pokemon Snap,n64,1999,simulation,nintendo,2.23,0.68,0.66,0.06,3.63,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
Pro Evolution Soccer 2008,ps2,2007,sports,konami digital entertainment,0.05,0.0,0.64,2.93,3.63,8.2,10.0,7.9,38.0,Konami,E
